Timestamp,Capacity,Occupancy
2016-10-23 11:26:00,1920,414
2016-10-23 11:26:00,2009,862
2016-10-23 11:59:00,2803,481
2016-10-23 11:59:00,3103,702
2016-10-23 11:59:00,1920,468
2016-10-23 11:59:00,470,87
2016-10-23 11:59:00,485,232
2016-10-23 11:59:00,1322,628
2016-10-23 11:59:00,687,302
2016-10-23 11:59:00,1200,230
2016-10-23 11:59:00,2937,655
2016-10-23 11:59:00,2009,930
2016-10-23 11:59:00,577,125
2016-10-23 11:59:00,387,313
2016-10-23 11:59:00,690,110
2016-10-23 11:59:00,3883,806
2016-10-23 12:26:00,1920,508
2016-10-23 12:26:00,2803,526
2016-10-23 12:26:00,3103,729
2016-10-23 12:26:00,687,304
2016-10-23 12:26:00,2937,708
2016-10-23 12:26:00,1322,689
2016-10-23 12:26:00,1200,254
2016-10-23 12:26:00,690,119
2016-10-23 12:26:00,470,94
2016-10-23 12:26:00,387,345
2016-10-23 12:26:00,2009,993
2016-10-23 12:26:00,485,244
2016-10-23 12:26:00,577,144
2016-10-23 12:26:00,3883,854
2016-10-23 13:06:00,3883,898
2016-10-23 13:06:00,687,366
2016-10-23 13:06:00,1920,525
2016-10-23 13:06:00,485,275
2016-10-23 13:06:00,1322,753
2016-10-23 13:06:00,2803,540
2016-10-23 13:06:00,470,104
2016-10-23 13:06:00,1200,269
2016-10-23 13:06:00,577,175
2016-10-23 13:06:00,2009,1119
2016-10-23 13:06:00,690,126
2016-10-23 13:06:00,387,345
2016-10-23 13:06:00,3103,836
2016-10-23 13:06:00,2937,746
2016-10-23 13:26:00,690,130
2016-10-23 13:26:00,1920,533
2016-10-23 13:26:00,2803,529
2016-10-23 13:26:00,577,192
2016-10-23 13:26:00,2009,1193
2016-10-23 13:26:00,485,287
2016-10-23 13:26:00,3883,916
2016-10-23 13:26:00,687,401
2016-10-23 13:26:00,3103,872
2016-10-23 13:26:00,387,345
2016-10-23 13:26:00,1200,276
2016-10-23 13:26:00,470,108
2016-10-23 13:26:00,2937,762
2016-10-23 13:26:00,1322,792
2016-10-23 13:59:00,3883,937
2016-10-23 13:59:00,1200,280
2016-10-23 13:59:00,690,141
2016-10-23 13:59:00,2009,1282
2016-10-23 13:59:00,387,345
2016-10-23 13:59:00,687,454
2016-10-23 13:59:00,1920,540
2016-10-23 13:59:00,1322,828
2016-10-23 13:59:00,2937,792
2016-10-23 13:59:00,2803,513
2016-10-23 13:59:00,577,215
2016-10-23 13:59:00,3103,928
2016-10-23 13:59:00,470,117
2016-10-23 13:59:00,485,306
2016-10-23 14:26:00,2009,1323
2016-10-23 14:26:00,387,345
2016-10-23 14:26:00,1322,847
2016-10-23 14:26:00,687,476
2016-10-23 14:26:00,485,310
2016-10-23 14:26:00,2803,505
2016-10-23 14:26:00,1200,274
2016-10-23 14:26:00,3103,946
2016-10-23 14:26:00,3883,934
2016-10-23 14:26:00,577,226
2016-10-23 14:26:00,1920,530
2016-10-23 14:26:00,2937,809
2016-10-23 14:26:00,470,127
2016-10-23 14:26:00,690,154
2016-10-23 14:59:00,2009,1360
2016-10-23 14:59:00,387,345
2016-10-23 14:59:00,2937,827
2016-10-23 14:59:00,3883,919
2016-10-23 14:59:00,687,503
2016-10-23 14:59:00,470,131
2016-10-23 14:59:00,485,324
2016-10-23 14:59:00,690,158
2016-10-23 14:59:00,2803,488
2016-10-23 14:59:00,1322,857
2016-10-23 14:59:00,1200,277
2016-10-23 14:59:00,3103,970
2016-10-23 14:59:00,577,219
2016-10-23 14:59:00,1920,526
2016-10-23 15:26:00,2009,1314
2016-10-23 15:26:00,690,166
2016-10-23 15:26:00,2937,824
2016-10-23 15:26:00,2803,469
2016-10-23 15:26:00,3883,900
2016-10-23 15:26:00,3103,925
2016-10-23 15:26:00,1322,834
2016-10-23 15:26:00,1200,274
2016-10-23 15:26:00,1920,519
2016-10-23 15:26:00,485,317
2016-10-23 15:26:00,687,480
2016-10-23 15:26:00,470,138
2016-10-23 15:26:00,577,215
2016-10-23 15:26:00,387,341
2016-10-23 15:59:00,3883,824
2016-10-23 15:59:00,2009,1218
2016-10-23 15:59:00,1322,756
2016-10-23 15:59:00,1200,242
2016-10-23 15:59:00,2937,791
2016-10-23 15:59:00,577,179
2016-10-23 15:59:00,690,171
2016-10-23 15:59:00,687,462
2016-10-23 15:59:00,387,320
2016-10-23 15:59:00,485,300
2016-10-23 15:59:00,470,141
2016-10-23 15:59:00,3103,878
2016-10-23 15:59:00,1920,471
2016-10-23 15:59:00,2803,436
2016-10-23 16:26:00,3883,747
2016-10-23 16:26:00,2009,1098
2016-10-23 16:26:00,470,135
2016-10-23 16:26:00,1322,675
2016-10-23 16:26:00,3103,806
2016-10-23 16:26:00,1200,227
2016-10-23 16:26:00,2937,741
2016-10-23 16:26:00,687,423
2016-10-23 16:26:00,387,292
2016-10-23 16:26:00,690,165
2016-10-23 16:26:00,1920,439
2016-10-23 16:26:00,2803,391
2016-10-23 16:26:00,485,284
2016-10-23 16:26:00,577,150
2016-10-24 07:56:00,1200,222
2016-10-24 07:56:00,687,271
2016-10-24 07:56:00,1920,563
2016-10-24 07:56:00,2937,466
2016-10-24 07:56:00,1322,301
2016-10-24 07:56:00,3883,1006
2016-10-24 07:56:00,3103,573
2016-10-24 07:56:00,485,237
2016-10-24 07:56:00,577,47
2016-10-24 07:56:00,2803,117
2016-10-24 07:56:00,470,126
2016-10-24 07:56:00,387,52
2016-10-24 07:56:00,2009,572
2016-10-24 07:56:00,690,177
2016-10-24 08:29:00,1920,718
2016-10-24 08:29:00,1322,349
2016-10-24 08:29:00,2803,189
2016-10-24 08:29:00,687,312
2016-10-24 08:29:00,3103,681
2016-10-24 08:29:00,387,77
2016-10-24 08:29:00,3883,1445
2016-10-24 08:29:00,470,210
2016-10-24 08:29:00,1200,316
2016-10-24 08:29:00,690,304
2016-10-24 08:29:00,2009,661
2016-10-24 08:29:00,485,257
2016-10-24 08:29:00,2937,638
2016-10-24 08:29:00,577,55
2016-10-24 09:03:00,470,274
2016-10-24 09:03:00,690,413
2016-10-24 09:03:00,2009,775
2016-10-24 09:03:00,387,116
2016-10-24 09:03:00,1920,891
2016-10-24 09:03:00,2937,806
2016-10-24 09:03:00,3883,1903
2016-10-24 09:03:00,1322,412
2016-10-24 09:03:00,687,363
2016-10-24 09:03:00,2803,259
2016-10-24 09:03:00,1200,423
2016-10-24 09:03:00,3103,783
2016-10-24 09:03:00,485,277
2016-10-24 09:03:00,577,62
2016-10-24 09:30:00,577,73
2016-10-24 09:30:00,2803,282
2016-10-24 09:30:00,3103,820
2016-10-24 09:30:00,387,130
2016-10-24 09:30:00,2937,876
2016-10-24 09:30:00,485,287
2016-10-24 09:30:00,1322,438
2016-10-24 09:30:00,3883,2183
2016-10-24 09:30:00,470,306
2016-10-24 09:30:00,2009,819
2016-10-24 09:30:00,690,459
2016-10-24 09:30:00,687,381
2016-10-24 09:30:00,1200,494
2016-10-24 09:30:00,1920,1012
2016-10-24 09:55:00,1322,476
2016-10-24 09:55:00,485,302
2016-10-24 09:55:00,470,337
2016-10-24 09:55:00,3103,884
2016-10-24 09:55:00,687,413
2016-10-24 09:55:00,577,87
2016-10-24 09:55:00,1200,546
2016-10-24 09:55:00,1920,1074
2016-10-24 09:55:00,2803,314
2016-10-24 09:55:00,3883,2307
2016-10-24 09:55:00,2009,889
2016-10-24 09:55:00,2937,951
2016-10-24 09:55:00,387,145
2016-10-24 09:55:00,690,504
2016-10-24 10:30:00,387,173
2016-10-24 10:30:00,485,306
2016-10-24 10:30:00,3883,2428
2016-10-24 10:30:00,470,365
2016-10-24 10:30:00,2803,373
2016-10-24 10:30:00,687,441
2016-10-24 10:30:00,3103,947
2016-10-24 10:30:00,577,114
2016-10-24 10:30:00,1920,1118
2016-10-24 10:30:00,1322,517
2016-10-24 10:30:00,1200,580
2016-10-24 10:30:00,690,544
2016-10-24 10:30:00,2009,958
2016-10-24 10:30:00,2937,1023
2016-10-24 11:03:00,690,571
2016-10-24 11:03:00,470,388
2016-10-24 11:03:00,3103,991
2016-10-24 11:03:00,1322,563
2016-10-24 11:03:00,1200,591
2016-10-24 11:03:00,485,307
2016-10-24 11:03:00,3883,2495
2016-10-24 11:03:00,687,458
2016-10-24 11:03:00,2937,1074
2016-10-24 11:03:00,2803,422
2016-10-24 11:03:00,387,196
2016-10-24 11:03:00,577,137
2016-10-24 11:03:00,2009,1021
2016-10-24 11:03:00,1920,1137
2016-10-24 11:29:00,1200,614
2016-10-24 11:29:00,577,155
2016-10-24 11:29:00,1322,589
2016-10-24 11:29:00,3883,2544
2016-10-24 11:29:00,485,313
2016-10-24 11:29:00,470,402
2016-10-24 11:29:00,387,219
2016-10-24 11:29:00,687,465
2016-10-24 11:29:00,3103,1030
2016-10-24 11:29:00,690,584
2016-10-24 11:29:00,2803,471
2016-10-24 11:29:00,2937,1116
2016-10-24 11:29:00,2009,1054
2016-10-24 11:29:00,1920,1171
2016-10-24 12:02:00,687,501
2016-10-24 12:02:00,470,416
2016-10-24 12:02:00,2009,1118
2016-10-24 12:02:00,2937,1171
2016-10-24 12:02:00,690,609
2016-10-24 12:02:00,3883,2592
2016-10-24 12:02:00,1200,639
2016-10-24 12:02:00,1322,617
2016-10-24 12:02:00,387,242
2016-10-24 12:02:00,577,173
2016-10-24 12:02:00,2803,514
2016-10-24 12:02:00,3103,1093
2016-10-24 12:02:00,1920,1210
2016-10-24 12:02:00,485,320
2016-10-24 12:30:00,1200,657
2016-10-24 12:30:00,2803,553
2016-10-24 12:30:00,690,609
2016-10-24 12:30:00,2009,1149
2016-10-24 12:30:00,3103,1092
2016-10-24 12:30:00,1322,659
2016-10-24 12:30:00,485,321
2016-10-24 12:30:00,687,490
2016-10-24 12:30:00,470,413
2016-10-24 12:30:00,1920,1234
2016-10-24 12:30:00,3883,2623
2016-10-24 12:30:00,2937,1202
2016-10-24 12:30:00,577,191
2016-10-24 12:30:00,387,272
2016-10-24 12:56:00,2803,581
2016-10-24 12:56:00,1920,1247
2016-10-24 12:56:00,3883,2651
2016-10-24 12:56:00,2009,1204
2016-10-24 12:56:00,577,198
2016-10-24 12:56:00,690,612
2016-10-24 12:56:00,1200,680
2016-10-24 12:56:00,470,417
2016-10-24 12:56:00,3103,1113
2016-10-24 12:56:00,485,321
2016-10-24 12:56:00,1322,694
2016-10-24 12:56:00,687,510
2016-10-24 12:56:00,2937,1232
2016-10-24 12:56:00,387,299
2016-10-24 13:30:00,687,512
2016-10-24 13:30:00,485,317
2016-10-24 13:30:00,577,208
2016-10-24 13:30:00,1200,687
2016-10-24 13:30:00,2803,574
2016-10-24 13:30:00,2937,1241
2016-10-24 13:30:00,690,623
2016-10-24 13:30:00,3103,1102
2016-10-24 13:30:00,1322,694
2016-10-24 13:30:00,1920,1245
2016-10-24 13:30:00,3883,2643
2016-10-24 13:30:00,470,425
2016-10-24 13:30:00,387,301
2016-10-24 13:30:00,2009,1206
2016-10-24 13:56:00,577,219
2016-10-24 13:56:00,3103,1093
2016-10-24 13:56:00,3883,2629
2016-10-24 13:56:00,1920,1242
2016-10-24 13:56:00,2009,1211
2016-10-24 13:56:00,2937,1251
2016-10-24 13:56:00,470,423
2016-10-24 13:56:00,2803,578
2016-10-24 13:56:00,1322,706
2016-10-24 13:56:00,485,320
2016-10-24 13:56:00,1200,688
2016-10-24 13:56:00,690,621
2016-10-24 13:56:00,687,505
2016-10-24 13:56:00,387,310
2016-10-24 14:30:00,2937,1247
2016-10-24 14:30:00,3883,2622
2016-10-24 14:30:00,1322,692
2016-10-24 14:30:00,690,627
2016-10-24 14:30:00,577,215
2016-10-24 14:30:00,485,323
2016-10-24 14:30:00,3103,1070
2016-10-24 14:30:00,470,429
2016-10-24 14:30:00,1200,703
2016-10-24 14:30:00,2009,1183
2016-10-24 14:30:00,687,491
2016-10-24 14:30:00,387,297
2016-10-24 14:30:00,2803,553
2016-10-24 14:30:00,1920,1252
2016-10-24 14:56:00,3103,1048
2016-10-24 14:56:00,1322,698
2016-10-24 14:56:00,687,483
2016-10-24 14:56:00,577,209
2016-10-24 14:56:00,1200,701
2016-10-24 14:56:00,1920,1239
2016-10-24 14:56:00,2803,530
2016-10-24 14:56:00,470,429
2016-10-24 14:56:00,387,299
2016-10-24 14:56:00,690,623
2016-10-24 14:56:00,3883,2595
2016-10-24 14:56:00,2009,1181
2016-10-24 14:56:00,2937,1256
2016-10-24 14:56:00,485,334
2016-10-24 15:32:00,690,613
2016-10-24 15:32:00,1322,653
2016-10-24 15:32:00,1920,1196
2016-10-24 15:32:00,687,470
2016-10-24 15:32:00,3103,996
2016-10-24 15:32:00,2803,476
2016-10-24 15:32:00,387,276
2016-10-24 15:32:00,3883,2462
2016-10-24 15:32:00,2937,1215
2016-10-24 15:32:00,470,422
2016-10-24 15:32:00,1200,673
2016-10-24 15:32:00,2009,1123
2016-10-24 15:32:00,577,209
2016-10-24 15:32:00,485,326
2016-10-24 16:00:00,687,450
2016-10-24 16:00:00,1920,1111
2016-10-24 16:00:00,3883,2314
2016-10-24 16:00:00,470,386
2016-10-24 16:00:00,387,263
2016-10-24 16:00:00,577,192
2016-10-24 16:00:00,1200,624
2016-10-24 16:00:00,2803,438
2016-10-24 16:00:00,3103,933
2016-10-24 16:00:00,2009,1069
2016-10-24 16:00:00,2937,1138
2016-10-24 16:00:00,1322,619
2016-10-24 16:00:00,485,308
2016-10-24 16:00:00,690,567
2016-10-24 16:33:00,690,496
2016-10-24 16:33:00,687,407
2016-10-24 16:33:00,485,288
2016-10-24 16:33:00,470,334
2016-10-24 16:33:00,3103,843
2016-10-24 16:33:00,1322,556
2016-10-24 16:33:00,1920,966
2016-10-24 16:33:00,577,175
2016-10-24 16:33:00,387,229
2016-10-24 16:33:00,2937,1013
2016-10-24 16:33:00,2803,377
2016-10-24 16:33:00,2009,963
2016-10-24 16:33:00,3883,2034
2016-10-24 16:33:00,1200,536
2016-10-25 08:00:00,387,118
2016-10-25 08:00:00,2803,188
2016-10-25 08:00:00,687,277
2016-10-25 08:00:00,3103,618
2016-10-25 08:00:00,485,271
2016-10-25 08:00:00,3883,1019
2016-10-25 08:00:00,1200,207
2016-10-25 08:00:00,2937,585
2016-10-25 08:00:00,2009,677
2016-10-25 08:00:00,470,142
2016-10-25 08:00:00,1322,400
2016-10-25 08:00:00,577,54
2016-10-25 08:00:00,690,196
2016-10-25 08:00:00,1920,547
2016-10-25 08:26:00,1200,270
2016-10-25 08:26:00,485,281
2016-10-25 08:26:00,577,55
2016-10-25 08:26:00,2937,712
2016-10-25 08:26:00,2009,732
2016-10-25 08:26:00,3883,1371
2016-10-25 08:26:00,687,305
2016-10-25 08:26:00,2803,259
2016-10-25 08:26:00,387,133
2016-10-25 08:26:00,1322,427
2016-10-25 08:26:00,690,298
2016-10-25 08:26:00,470,213
2016-10-25 08:26:00,1920,665
2016-10-25 08:26:00,3103,712
2016-10-25 09:00:00,485,309
2016-10-25 09:00:00,687,351
2016-10-25 09:00:00,387,165
2016-10-25 09:00:00,1920,841
2016-10-25 09:00:00,3883,1859
2016-10-25 09:00:00,2009,840
2016-10-25 09:00:00,690,446
2016-10-25 09:00:00,470,311
2016-10-25 09:00:00,1322,489
2016-10-25 09:00:00,577,82
2016-10-25 09:00:00,1200,382
2016-10-25 09:00:00,2937,920
2016-10-25 09:00:00,3103,828
2016-10-25 09:00:00,2803,333
2016-10-25 09:19:00,387,187
2016-10-25 09:19:00,3883,2074
2016-10-25 09:19:00,1322,531
2016-10-25 09:19:00,2937,998
2016-10-25 09:19:00,3103,902
2016-10-25 09:19:00,2803,373
2016-10-25 09:19:00,2009,922
2016-10-25 09:19:00,470,341
2016-10-25 09:19:00,1200,440
2016-10-25 09:19:00,485,325
2016-10-25 09:19:00,690,486
2016-10-25 09:19:00,577,95
2016-10-25 09:19:00,1920,923
2016-10-25 09:19:00,687,391
2016-10-25 09:56:00,2803,422
2016-10-25 09:56:00,470,397
2016-10-25 09:56:00,577,129
2016-10-25 09:56:00,1200,532
2016-10-25 09:56:00,2009,1042
2016-10-25 09:56:00,1322,598
2016-10-25 09:56:00,687,444
2016-10-25 09:56:00,3883,2393
2016-10-25 09:56:00,1920,1065
2016-10-25 09:56:00,3103,996
2016-10-25 09:56:00,485,348
2016-10-25 09:56:00,690,561
2016-10-25 09:56:00,387,218
2016-10-25 09:56:00,2937,1127
2016-10-25 10:29:00,690,612
2016-10-25 10:29:00,470,436
2016-10-25 10:29:00,1322,633
2016-10-25 10:29:00,3103,1076
2016-10-25 10:29:00,3883,2550
2016-10-25 10:29:00,2937,1207
2016-10-25 10:29:00,1920,1135
2016-10-25 10:29:00,485,360
2016-10-25 10:29:00,2009,1104
2016-10-25 10:29:00,387,235
2016-10-25 10:29:00,1200,579
2016-10-25 10:29:00,2803,480
2016-10-25 10:29:00,687,471
2016-10-25 10:29:00,577,173
2016-10-25 10:56:00,1322,672
2016-10-25 10:56:00,687,487
2016-10-25 10:56:00,2009,1159
2016-10-25 10:56:00,3883,2625
2016-10-25 10:56:00,485,363
2016-10-25 10:56:00,2803,530
2016-10-25 10:56:00,387,263
2016-10-25 10:56:00,3103,1117
2016-10-25 10:56:00,690,630
2016-10-25 10:56:00,1920,1159
2016-10-25 10:56:00,577,202
2016-10-25 10:56:00,470,451
2016-10-25 10:56:00,1200,595
2016-10-25 10:56:00,2937,1256
2016-10-25 11:29:00,687,516
2016-10-25 11:29:00,387,297
2016-10-25 11:29:00,1322,733
2016-10-25 11:29:00,1920,1190
2016-10-25 11:29:00,2009,1249
2016-10-25 11:29:00,3883,2675
2016-10-25 11:29:00,485,369
2016-10-25 11:29:00,2803,596
2016-10-25 11:29:00,577,249
2016-10-25 11:29:00,1200,621
2016-10-25 11:29:00,3103,1184
2016-10-25 11:29:00,690,649
2016-10-25 11:29:00,470,465
2016-10-25 11:29:00,2937,1315
2016-10-25 12:02:00,485,371
2016-10-25 12:02:00,577,290
2016-10-25 12:02:00,687,531
2016-10-25 12:02:00,470,459
2016-10-25 12:02:00,1920,1205
2016-10-25 12:02:00,2937,1386
2016-10-25 12:02:00,690,678
2016-10-25 12:02:00,3103,1234
2016-10-25 12:02:00,387,337
2016-10-25 12:02:00,1322,784
2016-10-25 12:02:00,2803,669
2016-10-25 12:02:00,3883,2732
2016-10-25 12:02:00,2009,1315
2016-10-25 12:02:00,1200,635
2016-10-25 12:29:00,1920,1220
2016-10-25 12:29:00,1200,650
2016-10-25 12:29:00,687,541
2016-10-25 12:29:00,3883,2758
2016-10-25 12:29:00,577,303
2016-10-25 12:29:00,1322,795
2016-10-25 12:29:00,690,678
2016-10-25 12:29:00,2937,1394
2016-10-25 12:29:00,2803,680
2016-10-25 12:29:00,3103,1249
2016-10-25 12:29:00,470,459
2016-10-25 12:29:00,387,344
2016-10-25 12:29:00,2009,1336
2016-10-25 12:29:00,485,372
2016-10-25 13:03:00,3103,1277
2016-10-25 13:03:00,690,668
2016-10-25 13:03:00,387,343
2016-10-25 13:03:00,2009,1364
2016-10-25 13:03:00,2937,1386
2016-10-25 13:03:00,485,375
2016-10-25 13:03:00,1322,799
2016-10-25 13:03:00,1920,1244
2016-10-25 13:03:00,470,450
2016-10-25 13:03:00,577,331
2016-10-25 13:03:00,1200,676
2016-10-25 13:03:00,687,565
2016-10-25 13:03:00,3883,2788
2016-10-25 13:03:00,2803,680
2016-10-25 13:29:00,1920,1242
2016-10-25 13:29:00,2803,678
2016-10-25 13:29:00,690,680
2016-10-25 13:29:00,485,377
2016-10-25 13:29:00,3103,1286
2016-10-25 13:29:00,687,574
2016-10-25 13:29:00,387,343
2016-10-25 13:29:00,1322,805
2016-10-25 13:29:00,470,463
2016-10-25 13:29:00,2009,1379
2016-10-25 13:29:00,2937,1400
2016-10-25 13:29:00,3883,2777
2016-10-25 13:29:00,577,345
2016-10-25 13:29:00,1200,672
2016-10-25 13:56:00,2803,675
2016-10-25 13:56:00,690,676
2016-10-25 13:56:00,3883,2759
2016-10-25 13:56:00,3103,1293
2016-10-25 13:56:00,1200,667
2016-10-25 13:56:00,485,378
2016-10-25 13:56:00,577,363
2016-10-25 13:56:00,687,577
2016-10-25 13:56:00,2937,1391
2016-10-25 13:56:00,1322,808
2016-10-25 13:56:00,2009,1385
2016-10-25 13:56:00,1920,1231
2016-10-25 13:56:00,470,460
2016-10-25 13:56:00,387,337
2016-10-25 14:29:00,1322,807
2016-10-25 14:29:00,1200,669
2016-10-25 14:29:00,2803,680
2016-10-25 14:29:00,1920,1229
2016-10-25 14:29:00,2937,1400
2016-10-25 14:29:00,470,470
2016-10-25 14:29:00,2009,1390
2016-10-25 14:29:00,577,365
2016-10-25 14:29:00,485,365
2016-10-25 14:29:00,3883,2729
2016-10-25 14:29:00,3103,1282
2016-10-25 14:29:00,387,346
2016-10-25 14:29:00,687,583
2016-10-25 14:29:00,690,689
2016-10-25 15:02:00,485,360
2016-10-25 15:02:00,687,577
2016-10-25 15:02:00,2803,643
2016-10-25 15:02:00,690,642
2016-10-25 15:02:00,1322,790
2016-10-25 15:02:00,1200,653
2016-10-25 15:02:00,1920,1209
2016-10-25 15:02:00,3103,1245
2016-10-25 15:02:00,387,335
2016-10-25 15:02:00,3883,2646
2016-10-25 15:02:00,470,444
2016-10-25 15:02:00,577,340
2016-10-25 15:02:00,2937,1337
2016-10-25 15:02:00,2009,1367
2016-10-25 15:29:00,485,355
2016-10-25 15:29:00,687,550
2016-10-25 15:29:00,577,302
2016-10-25 15:29:00,470,436
2016-10-25 15:29:00,2803,610
2016-10-25 15:29:00,387,309
2016-10-25 15:29:00,1920,1166
2016-10-25 15:29:00,3103,1206
2016-10-25 15:29:00,2009,1300
2016-10-25 15:29:00,1200,631
2016-10-25 15:29:00,3883,2516
2016-10-25 15:29:00,2937,1298
2016-10-25 15:29:00,1322,750
2016-10-25 15:29:00,690,634
2016-10-25 15:56:00,3883,2386
2016-10-25 15:56:00,1322,716
2016-10-25 15:56:00,2803,564
2016-10-25 15:56:00,577,273
2016-10-25 15:56:00,2937,1217
2016-10-25 15:56:00,387,290
2016-10-25 15:56:00,1920,1102
2016-10-25 15:56:00,470,397
2016-10-25 15:56:00,485,345
2016-10-25 15:56:00,690,582
2016-10-25 15:56:00,687,522
2016-10-25 15:56:00,2009,1238
2016-10-25 15:56:00,3103,1141
2016-10-25 15:56:00,1200,600
2016-10-25 16:29:00,2009,1129
2016-10-25 16:29:00,577,226
2016-10-25 16:29:00,690,537
2016-10-25 16:29:00,1920,951
2016-10-25 16:29:00,387,262
2016-10-25 16:29:00,3103,1078
2016-10-25 16:29:00,1200,522
2016-10-25 16:29:00,470,368
2016-10-25 16:29:00,687,476
2016-10-25 16:29:00,3883,2073
2016-10-25 16:29:00,485,319
2016-10-25 16:29:00,2937,1118
2016-10-25 16:29:00,1322,653
2016-10-25 16:29:00,2803,545
2016-10-26 07:59:00,470,137
2016-10-26 07:59:00,577,56
2016-10-26 07:59:00,2937,564
2016-10-26 07:59:00,687,305
2016-10-26 07:59:00,1920,559
2016-10-26 07:59:00,1200,216
2016-10-26 07:59:00,2803,192
2016-10-26 07:59:00,3883,1053
2016-10-26 07:59:00,387,121
2016-10-26 07:59:00,1322,394
2016-10-26 07:59:00,3103,635
2016-10-26 07:59:00,690,184
2016-10-26 07:59:00,2009,699
2016-10-26 07:59:00,485,259
2016-10-26 08:32:00,687,349
2016-10-26 08:32:00,3883,1499
2016-10-26 08:32:00,577,63
2016-10-26 08:32:00,485,272
2016-10-26 08:32:00,470,211
2016-10-26 08:32:00,387,151
2016-10-26 08:32:00,1920,721
2016-10-26 08:32:00,3103,736
2016-10-26 08:32:00,2803,266
2016-10-26 08:32:00,1322,440
2016-10-26 08:32:00,2009,789
2016-10-26 08:32:00,2937,714
2016-10-26 08:32:00,1200,305
2016-10-26 08:32:00,690,291
2016-10-26 08:59:00,470,279
2016-10-26 08:59:00,687,390
2016-10-26 08:59:00,1322,502
2016-10-26 08:59:00,577,70
2016-10-26 08:59:00,387,182
2016-10-26 08:59:00,1920,874
2016-10-26 08:59:00,2803,323
2016-10-26 08:59:00,485,292
2016-10-26 08:59:00,2009,892
2016-10-26 08:59:00,3103,823
2016-10-26 08:59:00,2937,886
2016-10-26 08:59:00,690,412
2016-10-26 08:59:00,3883,1869
2016-10-26 08:59:00,1200,401
2016-10-26 09:26:00,387,216
2016-10-26 09:26:00,1920,989
2016-10-26 09:26:00,470,321
2016-10-26 09:26:00,2803,380
2016-10-26 09:26:00,2009,999
2016-10-26 09:26:00,687,432
2016-10-26 09:26:00,3883,2156
2016-10-26 09:26:00,1200,475
2016-10-26 09:26:00,2937,994
2016-10-26 09:26:00,1322,567
2016-10-26 09:26:00,485,313
2016-10-26 09:26:00,577,87
2016-10-26 09:26:00,690,471
2016-10-26 09:26:00,3103,909
2016-10-26 09:59:00,690,545
2016-10-26 09:59:00,2803,439
2016-10-26 09:59:00,577,108
2016-10-26 09:59:00,1200,532
2016-10-26 09:59:00,3103,997
2016-10-26 09:59:00,2009,1112
2016-10-26 09:59:00,1322,624
2016-10-26 09:59:00,1920,1086
2016-10-26 09:59:00,687,488
2016-10-26 09:59:00,470,375
2016-10-26 09:59:00,485,326
2016-10-26 09:59:00,2937,1127
2016-10-26 09:59:00,3883,2390
2016-10-26 09:59:00,387,256
2016-10-26 10:26:00,2803,491
2016-10-26 10:26:00,3103,1061
2016-10-26 10:26:00,2937,1196
2016-10-26 10:26:00,1322,680
2016-10-26 10:26:00,577,125
2016-10-26 10:26:00,1920,1129
2016-10-26 10:26:00,687,512
2016-10-26 10:26:00,387,283
2016-10-26 10:26:00,485,341
2016-10-26 10:26:00,690,579
2016-10-26 10:26:00,3883,2509
2016-10-26 10:26:00,1200,563
2016-10-26 10:26:00,470,403
2016-10-26 10:26:00,2009,1192
2016-10-26 10:59:00,1200,597
2016-10-26 10:59:00,1322,716
2016-10-26 10:59:00,1920,1167
2016-10-26 10:59:00,2009,1256
2016-10-26 10:59:00,2803,570
2016-10-26 10:59:00,470,414
2016-10-26 10:59:00,3103,1137
2016-10-26 10:59:00,387,312
2016-10-26 10:59:00,577,159
2016-10-26 10:59:00,687,540
2016-10-26 10:59:00,485,339
2016-10-26 10:59:00,690,596
2016-10-26 10:59:00,3883,2601
2016-10-26 10:59:00,2937,1247
2016-10-26 11:26:00,3883,2642
2016-10-26 11:26:00,2009,1285
2016-10-26 11:26:00,3103,1164
2016-10-26 11:26:00,387,338
2016-10-26 11:26:00,690,613
2016-10-26 11:26:00,1322,747
2016-10-26 11:26:00,2937,1289
2016-10-26 11:26:00,485,339
2016-10-26 11:26:00,687,538
2016-10-26 11:26:00,1200,612
2016-10-26 11:26:00,577,182
2016-10-26 11:26:00,2803,625
2016-10-26 11:26:00,470,424
2016-10-26 11:26:00,1920,1183
2016-10-26 11:52:00,485,348
2016-10-26 11:59:00,1322,760
2016-10-26 11:59:00,2803,684
2016-10-26 11:59:00,3883,2681
2016-10-26 11:59:00,2009,1303
2016-10-26 11:59:00,470,448
2016-10-26 11:59:00,387,341
2016-10-26 11:59:00,3103,1234
2016-10-26 11:59:00,690,645
2016-10-26 11:59:00,687,543
2016-10-26 11:59:00,1200,634
2016-10-26 11:59:00,1920,1209
2016-10-26 11:59:00,577,198
2016-10-26 11:59:00,2937,1334
2016-10-26 12:26:00,1200,650
2016-10-26 12:26:00,485,353
2016-10-26 12:26:00,3883,2704
2016-10-26 12:26:00,2803,755
2016-10-26 12:26:00,1322,780
2016-10-26 12:26:00,1920,1228
2016-10-26 12:26:00,687,557
2016-10-26 12:26:00,2009,1337
2016-10-26 12:26:00,470,452
2016-10-26 12:26:00,690,652
2016-10-26 12:26:00,3103,1321
2016-10-26 12:26:00,387,344
2016-10-26 12:26:00,577,205
